PL10	0.04	1.4471	21/11/2019 18:25	0.08	Wyraz 'zimami' ma trzy sylaby.	V1	*	*	*	*	*	*	*	*	*	*	*	*	47.5812	-11.7695	46.3258	-9.3963	44.2549	-8.0914	42.1251	-6.8919	39.9083	-5.8637	38.4035	-3.3569	37.645	1.2946	36.8321	6.8132	35.8896	13.3343	33.7051	17.2753	30.9839	20.13	27.8273	21.6447	24.4285	21.9763	20.9655	21.4854	17.5647	20.7984	14.2337	18.3772	11.145	15.2619	8.5069	9.9493	6.3646	4.2802	4.6103	-0.8828	3.1113	-5.256	1.5397	-8.0126	-0.1849	-9.6231	-2.9045	-8.2392	-6.2796	-5.7836	-9.641	-4.0965	-12.1046	-4.6925	*	*	*	*	*	*	*	*	-18.1574	-16.6341	-18.5846	-19.4104	-18.8207	-22.1591	-19.3307	-24.448	-20.5582	-26.0059
PL10	0.02	0.8612	21/11/2019 18:35	0.04	Wyraz 'nowotwór' ma trzy sylaby.	V2	*	*	50.129	-25.0856	49.1887	-23.1685	*	*	*	*	44.3573	-19.2546	*	*	*	*	*	*	45.9525	-0.3522	44.1521	2.1779	41.3436	2.8617	38.7229	3.8604	36.1623	4.9998	33.6006	6.1856	30.9658	7.2199	28.2464	8.004	25.5056	8.7476	22.7168	9.2979	19.9638	10.4179	17.1767	12.4344	14.2244	14.5321	11.0822	16.7752	7.8536	17.5786	4.5905	17.9197	1.4127	17.3872	-1.77	16.8637	-4.8812	16.0165	-7.7743	14.4807	-9.6739	10.3656	*	*	-11.2619	-0.6248	-12.4715	-3.9891	-14.5594	-5.4098	-16.6003	-6.874	-18.6367	-8.3249	-20.7785	-9.6358	-23.2049	-10.6457	-24.9655	-12.4819	-24.3664	-16.6444	-23.093	-21.0218	-21.1001	-25.5543
PL10	0.0506	1.4371	21/11/2019 18:26	0.1012	Wyraz 'popa' ma dwie sylaby.	C2	*	*	*	*	48.361	-23.915	*	*	*	*	*	*	43.6146	-16.8669	41.8552	-15.6938	39.9409	-14.7715	37.8319	-14.2277	35.7578	-13.7288	33.7795	-13.1366	31.9067	-12.3637	30.042	-11.5709	28.9618	-8.3014	27.8354	-4.2713	26.5494	0.4871	24.5986	3.7095	22.2942	6.1678	19.8376	9.0239	17.1459	11.7686	14.2224	13.7161	11.1565	14.9852	8.0368	15.439	4.8635	15.8214	1.7339	15.552	-1.2125	14.3377	-3.6083	11.2527	-5.9245	8.6057	-8.1264	6.1125	-10.7584	5.0234	-13.3978	3.9499	-16.0599	2.8913	-19.964	3.9286	-21.9619	1.5172	*	*	*	*	*	*	-22.3646	-15.3061	-21.5894	-19.4058	-21.7098	-22.2815	-22.119	-24.7052
PL10	0.04	1.5271	21/11/2019 18:25	0.08	Wyraz 'zimami' ma trzy sylaby.	C2	*	*	*	*	*	*	46.9136	-22.4937	46.7803	-19.6631	*	*	46.4733	-13.1932	44.4062	-12.1004	42.3158	-11.0941	40.267	-10.0669	38.3594	-8.7989	37.2205	-5.8588	35.9424	-2.7578	34.96	1.7443	33.6571	6.3621	32.2017	11.7568	30.1458	16.4174	27.2912	18.6662	24.1431	19.8624	20.887	20.6176	17.5146	19.7188	14.2323	17.8015	11.1663	14.7486	8.3971	11.2315	5.9819	7.2225	4.0659	2.2279	2.371	-1.9013	0.6752	-4.7774	-1.2868	-6.1234	-3.2442	-7.3053	-5.1133	-8.5978	-7.0464	-9.6539	-9.3593	-9.9564	*	*	*	*	*	*	*	*	-24.6357	-8.9482	-23.7152	-13.8396	-22.4241	-18.5759	-21.6888	-22.3006	-22.1628	-24.6687
PL10	0.045	0.8366	21/11/2019 18:34	0.09	Wyraz 'sumo' ma dwie sylaby.	C2	*	*	50.3595	-24.8954	49.3778	-22.9979	47.9401	-21.4828	*	*	*	*	*	*	41.9812	-15.5163	40.963	-13.1888	38.9376	-12.3384	36.8951	-11.5737	34.8998	-10.7673	32.9791	-9.8112	31.8239	-6.7465	30.8727	-2.3335	29.6318	2.3229	27.8429	6.2165	25.3296	7.7701	22.8457	10.2525	20.1319	12.2754	17.2545	14.112	14.2265	15.4299	11.096	16.4437	7.884	17.2228	4.6318	17.6024	1.5011	16.8823	-1.5033	15.6556	-4.2096	13.5032	-6.8261	11.4691	-8.7453	7.8135	-9.5202	2.0358	-10.2269	-2.8417	*	*	*	*	*	*	-18.7117	-8.2183	-20.2403	-10.3345	-22.273	-11.7513	-23.498	-14.0753	-23.4284	-17.5771	-23.0304	-21.0788	-22.1915	-24.6448
PL10	0.05	1.2931	21/11/2019 18:30	0.1001	Wyraz 'sumo' ma dwie sylaby.	C2	*	*	*	*	49.8282	-22.5918	48.5816	-20.8511	47.2713	-19.1352	*	*	44.9376	-15.1668	43.6186	-13.2098	41.6937	-12.0573	39.4977	-11.3814	37.226	-10.9466	34.9992	-10.5571	33.0547	-9.6313	32.1756	-5.7943	31.0502	-1.7791	29.6245	2.2963	27.4743	4.5837	25.1752	6.9125	22.8171	10.0404	20.2005	13.0335	17.3153	15.4217	14.2285	16.2555	11.0394	17.8058	7.7652	18.6102	4.4848	18.7329	1.3642	17.6644	-1.3048	14.7557	-3.845	12.1386	-6.26	9.6713	-8.3507	6.729	-10.0712	3.3652	-11.7192	0.3545	-13.1431	-2.7013	*	*	*	*	*	*	-18.8045	-12.1982	-20.885	-13.398	-21.1813	-16.5909	-21.2492	-19.7442	-21.2255	-22.7225	-22.2399	-24.6044
PL10	0.04	1.4494	21/11/2019 18:25	0.08	Wyraz 'mimoza' ma trzy sylaby.	V1	*	*	*	*	*	*	46.6756	-22.7281	*	*	*	*	*	*	*	*	43.6067	-9.0953	41.3669	-8.1876	39.1999	-7.2061	37.0448	-6.2304	35.9558	-2.726	35.4075	2.9559	34.959	10.428	33.5324	16.6415	30.9499	19.9793	27.8558	21.8029	24.4573	22.1894	21.0216	22.1045	17.6097	21.7696	14.2349	18.8597	11.1908	14.1606	8.8087	6.4254	6.8335	0.6751	5.0971	-3.6644	3.0293	-4.8844	1.1615	-6.5972	-0.6587	-8.1185	-2.5882	-9.1082	-5.4399	-7.8097	-9.194	-5.054	*	*	*	*	*	*	*	*	*	*	-19.2275	-15.3645	-20.6825	-17.1326	-21.3261	-19.6677	-21.771	-22.2257	-22.2694	-24.5798
PL10	0.025	1.485	21/11/2019 18:23	0.05	Wyraz 'zimami' ma trzy sylaby.	V1	*	*	*	*	*	*	*	*	*	*	*	*	46.1896	-13.5578	45.0789	-11.1528	43.2662	-9.6224	41.0382	-8.7491	38.9281	-7.7213	37.4569	-5.3588	36.927	-0.4144	36.6689	6.3713	35.8093	13.0836	33.5859	16.8379	30.7831	19.2404	27.6965	20.9181	24.4362	22.0332	20.9865	21.717	17.5785	21.0958	14.2378	20.055	11.056	17.4057	8.3015	12.3478	6.1503	5.928	4.4699	-0.0803	2.9193	-4.386	1.0865	-6.3166	-0.6745	-8.0683	-2.7113	-8.77	-4.7554	-9.4614	-6.9992	-9.755	-9.3333	-10.0062	*	*	*	*	*	*	*	*	-18.8439	-15.8196	-19.0648	-18.8891	-18.9014	-22.0788	-21.004	-22.9242	-22.3474	-24.5149
PL10	0.04	1.1193	21/11/2019 18:28	0.08	Wyraz 'sumo' ma dwie sylaby.	C2	*	*	*	*	*	*	48.7918	-20.644	*	*	*	*	45.0994	-14.9587	43.6214	-13.2058	41.6179	-12.1747	39.5171	-11.3481	37.324	-10.7609	35.3478	-9.8198	34.2042	-6.8952	33.1942	-3.0363	31.8981	0.8688	29.9258	3.4022	27.6401	5.3184	25.3221	7.7282	22.9128	10.7496	20.2265	13.3201	17.3088	15.2819	14.2288	16.3698	11.0584	17.3491	7.8226	17.94	4.6066	17.7962	1.5037	16.8675	-1.5124	15.6966	-4.0742	12.9965	-6.637	10.8687	-8.5081	7.1615	-10.5774	4.5867	-12.571	2.1791	-14.5684	0.0315	*	*	*	*	*	*	-20.592	-9.8779	-22.7673	-11.1649	-24.0191	-13.5095	-23.7091	-17.298	-23.4489	-20.6977	-22.401	-24.4702
PL10	0.07	1.3371	21/11/2019 18:25	0.14	Wyraz 'zimami' ma trzy sylaby.	C1	*	*	*	*	*	*	*	*	*	*	*	*	46.8031	-12.7694	45.9661	-9.903	43.842	-8.7308	41.634	-7.7311	39.5524	-6.5381	38.4536	-3.2508	37.856	1.797	37.1972	7.8017	35.8806	13.3063	33.4828	16.4593	30.7331	19.0189	27.6345	20.5736	24.3429	21.3421	20.9966	21.8289	17.5526	20.5375	14.2347	18.8087	11.1006	16.3318	8.2942	12.4336	5.9752	7.274	4.1646	1.6638	2.3853	-1.9661	0.5759	-4.4058	-1.2051	-6.3829	-2.8663	-8.3441	-5.0607	-8.7248	-7.0221	-9.706	-8.9441	-10.7525	*	*	*	*	*	*	*	*	-19.3255	-15.2482	-19.2497	-18.6883	-19.5316	-21.4522	-20.8378	-23.0755	-22.6407	-24.2705
